marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
single,General application,2,Communication and design,daytime,Upper secondary education,134.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,127.7,yes,no,no,no,female,no,18,no,13.9,-0.3,0.79,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,122.1,yes,no,no,yes,female,yes,19,no,12.4,0.5,1.79,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,150.0,Bachelor or equivalent,Bachelor or equivalent,Professionals,Managers,153.5,yes,no,no,yes,female,no,19,no,13.9,-0.3,0.79,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,141.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Plant and Machine Operators and Assemblers,141.4,yes,no,no,yes,female,yes,18,no,13.9,-0.3,0.79,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,140.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",135.8,yes,no,no,yes,female,yes,19,no,10.8,1.4,1.74,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,138.0,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,127.5,yes,no,no,yes,female,yes,18,no,16.2,0.3,-0.92,Graduate
single,Over 23,1,Business and management,evening,Upper secondary education,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,151.6,no,no,no,yes,female,no,24,no,16.2,0.3,-0.92,Enrolled
single,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",121.4,no,no,yes,yes,female,no,28,no,13.9,-0.3,0.79,Enrolled
single,Other,1,Health sciences,daytime,Upper secondary education,133.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,100.0,no,no,no,yes,female,no,20,no,12.7,3.7,-1.7,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,150.0,Primary/Early education,Lower secondary education,Elementary Occupations,Elementary Occupations,131.5,yes,no,no,yes,female,yes,19,no,12.7,3.7,-1.7,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,117.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,109.3,no,no,no,no,female,no,22,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,145.0,Upper secondary/Post secondary,Upper secondary/Post secondary,"Skilled Agricultural, Forestry and Fishery Workers",Service and Sales Workers,127.9,yes,no,no,yes,female,no,19,no,12.7,3.7,-1.7,Graduate
single,Other,1,Social sciences and education,daytime,Tertiary education experience,140.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,140.0,yes,no,no,yes,female,no,36,no,16.2,0.3,-0.92,Graduate
single,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,160.0,Primary/Early education,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,160.0,no,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,125.0,Master/Doctoral,Bachelor or equivalent,Managers,Managers,119.8,no,no,no,yes,female,no,18,no,16.2,0.3,-0.92,Graduate
previously in union,Other,>3,Business and management,evening,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,153.0,no,no,no,no,female,no,40,no,7.6,2.6,0.32,Dropout
single,General application,2,Health sciences,daytime,Upper secondary education,139.0,Lower secondary education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,125.0,yes,no,no,yes,female,yes,19,no,7.6,2.6,0.32,Graduate
previously in union,Other,1,Health sciences,daytime,Upper secondary education,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,103.7,no,no,no,yes,female,no,38,no,10.8,1.4,1.74,Enrolled
single,Other,1,Health sciences,daytime,Tertiary education experience,120.0,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,120.0,no,no,no,yes,female,no,32,no,15.5,2.8,-4.06,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,160.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,146.0,yes,no,no,yes,female,no,19,no,9.4,-0.8,-3.12,Enrolled
single,General application,3,Communication and design,daytime,Upper secondary education,120.0,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,116.9,yes,no,no,yes,female,no,19,no,8.9,1.4,3.51,Graduate
in union,Over 23,1,Business and management,daytime,Upper secondary education,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,117.9,no,no,no,yes,female,no,35,no,10.8,1.4,1.74,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,124.0,Lower secondary education,Upper secondary/Post secondary,Technicians and Associate Professionals,Other,128.6,yes,no,no,yes,female,no,20,no,7.6,2.6,0.32,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Clerical Support Workers,135.0,no,no,no,yes,female,no,29,no,12.7,3.7,-1.7,Graduate
single,General application,1,Business and management,evening,Upper secondary education,140.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,124.6,no,no,no,yes,female,no,29,no,15.5,2.8,-4.06,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,135.0,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,124.0,yes,no,no,yes,female,yes,19,no,9.4,-0.8,-3.12,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,143.0,Lower secondary education,Upper secondary/Post secondary,Craft and Related Trades Workers,Elementary Occupations,129.5,yes,no,no,yes,female,yes,18,no,10.8,1.4,1.74,Graduate
in union,Over 23,1,Social sciences and education,evening,Upper secondary education,100.0,Lower secondary education,Upper secondary/Post secondary,Student,Other,111.3,no,no,yes,no,female,no,25,no,7.6,2.6,0.32,Graduate
previously in union,Over 23,1,Social sciences and education,evening,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,95.0,no,no,yes,no,female,no,50,no,8.9,1.4,3.51,Dropout
in union,General application,1,Business and management,daytime,Upper secondary education,133.1,Unknown,Unknown,Student,Student,131.8,no,no,no,yes,female,no,24,no,7.6,2.6,0.32,Dropout
single,General application,>3,Engineering and applied sciences,daytime,Upper secondary education,132.0,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Technicians and Associate Professionals,119.1,no,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,131.0,Lower secondary education,Lower secondary education,Service and Sales Workers,Craft and Related Trades Workers,125.4,yes,no,no,yes,female,no,20,no,15.5,2.8,-4.06,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,147.0,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Elementary Occupations,140.7,yes,no,yes,yes,female,yes,20,no,15.5,2.8,-4.06,Graduate
single,Other,1,Business and management,evening,Upper secondary education,141.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,131.9,no,no,no,yes,female,no,21,no,9.4,-0.8,-3.12,Dropout
single,Over 23,1,Social sciences and education,daytime,Upper secondary education,160.0,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Technicians and Associate Professionals,124.0,no,no,yes,yes,male,no,28,no,10.8,1.4,1.74,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,135.0,Lower secondary education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,139.2,no,no,no,yes,male,yes,19,no,12.4,0.5,1.79,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,133.0,Primary/Early education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,121.8,no,no,no,yes,male,yes,18,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,142.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,132.9,no,no,no,yes,male,no,22,no,12.7,3.7,-1.7,Graduate
single,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Other,130.0,no,no,no,yes,male,no,25,no,15.5,2.8,-4.06,Dropout
in union,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,130.1,no,no,no,no,male,no,37,no,11.1,0.6,2.02,Dropout
single,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,124.5,no,no,no,no,male,no,38,no,11.1,0.6,2.02,Dropout
in union,Over 23,1,Business and management,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Elementary Occupations,162.3,no,no,no,yes,male,no,36,no,13.9,-0.3,0.79,Dropout
single,General application,2,Health sciences,daytime,Upper secondary education,149.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,137.8,yes,no,no,yes,male,no,18,no,12.7,3.7,-1.7,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Student,Student,119.5,no,no,no,no,male,no,19,no,9.4,-0.8,-3.12,Dropout
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Other,110.0,no,no,yes,yes,male,no,24,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,106.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,105.0,no,no,no,yes,male,no,20,no,11.1,0.6,2.02,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,162.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,142.8,yes,no,no,yes,male,no,21,no,12.7,3.7,-1.7,Dropout
in union,Other,3,Business and management,evening,Upper secondary education,120.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,128.2,yes,no,no,yes,male,no,32,no,7.6,2.6,0.32,Dropout
in union,Over 23,1,Business and management,evening,Upper secondary education,133.1,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,Plant and Machine Operators and Assemblers,120.0,no,no,no,yes,male,no,39,no,12.7,3.7,-1.7,Dropout
single,Other,1,Engineering and applied sciences,daytime,Tertiary education experience,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,130.0,no,no,no,no,male,no,33,no,12.7,3.7,-1.7,Dropout
single,General application,2,Business and management,daytime,Upper secondary education,128.0,Primary/Early education,Lower secondary education,Service and Sales Workers,Plant and Machine Operators and Assemblers,121.7,no,no,no,yes,male,yes,20,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,124.0,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,116.0,no,no,no,yes,male,no,19,no,16.2,0.3,-0.92,Graduate
in union,Over 23,1,Business and management,evening,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Service and Sales Workers,Plant and Machine Operators and Assemblers,133.2,no,no,no,no,male,no,43,no,13.9,-0.3,0.79,Dropout
in union,Other,1,Business and management,evening,Upper secondary education,114.0,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Plant and Machine Operators and Assemblers,116.7,no,no,no,yes,male,no,49,no,16.2,0.3,-0.92,Dropout
