marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
single,General application,>3,Health sciences,daytime,Upper secondary education,133.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,120.1,yes,no,no,yes,female,yes,19,0,7,9,6,12.428571428571429,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,133.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,128.1,yes,no,no,yes,male,yes,18,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,143.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Other,126.8,no,no,no,yes,male,no,19,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,10.8,1.4,1.74,Graduate
single,Transfer and change,1,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,125.7,yes,no,no,yes,male,yes,19,0,7,8,5,11.2,0,0,7,8,5,11.2,0,7.6,2.6,0.32,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,157.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Technicians and Associate Professionals,Technicians and Associate Professionals,146.2,no,no,no,yes,male,no,18,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Bachelor or equivalent,Elementary Occupations,Professionals,140.0,yes,no,yes,yes,male,no,24,0,6,13,5,13.142857142857142,0,0,6,15,3,12.666666666666666,0,16.2,0.3,-0.92,Dropout
single,Transfer and change,1,Social sciences and education,evening,Upper secondary education,145.0,Other nationalities,Unknown,Unknown,Student,Student,134.5,yes,no,no,yes,male,no,25,8,14,23,11,11.6875,0,6,10,20,8,11.142857142857142,0,9.4,-0.8,-3.12,Graduate
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,130.0,Portuguese,Primary/Early education,Bachelor or equivalent,Elementary Occupations,Technicians and Associate Professionals,137.0,yes,no,no,yes,male,no,28,0,5,11,4,10.5,0,0,5,12,4,11.0,4,7.6,2.6,0.32,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,111.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Elementary Occupations,107.5,no,no,no,yes,male,yes,19,0,6,9,6,13.833333333333334,0,0,6,12,5,13.666666666666666,0,11.1,0.6,2.02,Graduate
single,General application,2,Engineering and applied sciences,daytime,Upper secondary education,116.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,112.2,no,no,no,yes,male,no,19,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Primary/Early education,Other,Other,128.2,no,no,no,no,male,yes,30,0,5,13,0,0.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,126.8,yes,no,no,yes,male,no,19,0,7,9,0,0.0,0,0,7,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,145.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Clerical Support Workers,132.1,yes,no,no,yes,male,no,21,0,5,10,1,10.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,118.0,Portuguese,Primary/Early education,Primary/Early education,Technicians and Associate Professionals,Service and Sales Workers,110.0,no,no,no,yes,male,no,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,100.0,no,no,no,no,male,no,29,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,115.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,114.3,no,no,no,yes,male,no,18,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout
single,General application,2,Business and management,daytime,Upper secondary education,122.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Service and Sales Workers,116.4,no,no,no,yes,male,no,21,0,5,10,3,11.25,0,0,5,9,3,11.0,0,15.5,2.8,-4.06,Enrolled
single,Transfer and change,1,Communication and design,daytime,Upper secondary education,120.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Technicians and Associate Professionals,Managers,116.9,no,no,no,yes,male,no,20,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout
single,Transfer and change,1,Business and management,evening,Upper secondary education,120.0,Portuguese,Lower secondary education,Bachelor or equivalent,Service and Sales Workers,Technicians and Associate Professionals,128.2,no,no,yes,yes,male,no,24,3,10,15,7,10.714285714285714,0,3,10,11,9,12.555555555555555,0,12.4,0.5,1.79,Enrolled
single,General application,2,Communication and design,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Professionals,Service and Sales Workers,127.0,yes,no,no,no,male,no,18,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,Transfer and change,1,Engineering and applied sciences,daytime,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Bachelor or equivalent,Clerical Support Workers,Professionals,140.0,yes,no,no,yes,male,no,23,0,6,14,5,12.0,0,0,6,12,5,12.142857142857142,0,15.5,2.8,-4.06,Enrolled
single,General application,>3,Business and management,daytime,Upper secondary education,127.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Managers,"Skilled Agricultural, Forestry and Fishery Workers",120.0,yes,no,no,yes,male,no,19,0,5,6,5,12.6,0,0,5,8,3,12.666666666666666,0,8.9,1.4,3.51,Graduate
single,Previous degree,1,Business and management,daytime,Tertiary education experience,110.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,110.0,no,no,no,yes,male,no,35,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,148.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,127.0,yes,no,no,yes,male,no,20,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,Graduate
in union,Over 23,1,Social sciences and education,daytime,Post-secondary non-tertiary education,170.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Plant and Machine Operators and Assemblers,Plant and Machine Operators and Assemblers,159.5,no,no,no,yes,male,no,33,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,146.0,Portuguese,Upper secondary/Post secondary,Bachelor or equivalent,Clerical Support Workers,Managers,135.2,yes,no,no,yes,male,no,18,0,6,7,6,14.166666666666666,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,127.0,Portuguese,Master/Doctoral,Bachelor or equivalent,Clerical Support Workers,Clerical Support Workers,122.8,yes,no,no,yes,male,no,20,0,6,7,6,12.166666666666666,0,0,6,9,3,12.0,0,12.4,0.5,1.79,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,125.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Professionals,Technicians and Associate Professionals,118.0,yes,no,no,yes,male,no,19,0,6,12,4,10.8,0,0,6,14,3,11.0,0,13.9,-0.3,0.79,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,139.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,123.6,yes,no,no,yes,male,no,18,0,6,6,6,13.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,Over 23,1,Business and management,evening,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Elementary Occupations,111.0,no,no,no,no,male,no,28,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,146.0,Portuguese,Master/Doctoral,Upper secondary/Post secondary,Managers,Service and Sales Workers,144.6,no,no,no,yes,male,no,18,0,5,5,5,13.0,0,0,5,6,5,13.333333333333334,0,16.2,0.3,-0.92,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,109.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Technicians and Associate Professionals,Technicians and Associate Professionals,111.8,yes,no,yes,yes,male,no,25,0,6,8,6,11.571428571428571,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,"Skilled Agricultural, Forestry and Fishery Workers",122.1,no,yes,yes,no,male,no,19,0,6,6,4,11.5,0,0,6,6,5,11.0,0,8.9,1.4,3.51,Dropout
single,General application,2,Communication and design,daytime,Upper secondary education,122.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,119.9,no,no,no,yes,male,no,18,0,6,8,5,11.0,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Graduate
single,Previous degree,1,Engineering and applied sciences,daytime,Tertiary education experience,130.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,"Skilled Agricultural, Forestry and Fishery Workers",Professionals,130.0,yes,no,no,yes,male,no,29,1,6,10,6,17.11111111111111,0,2,6,9,6,15.571428571428571,0,13.9,-0.3,0.79,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,124.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Technicians and Associate Professionals,Professionals,118.4,yes,no,no,yes,male,no,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,115.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Clerical Support Workers,Service and Sales Workers,112.6,no,no,no,yes,male,yes,20,0,6,9,6,12.571428571428571,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate
single,Post-secondary qualification,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,150.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,"Skilled Agricultural, Forestry and Fishery Workers",150.0,no,no,no,yes,male,no,20,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,170.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,165.8,yes,no,no,yes,male,no,18,0,6,7,6,14.5,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,102.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Professionals,101.7,yes,no,no,yes,male,yes,21,0,6,6,6,13.5,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,140.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,124.3,no,no,no,no,male,no,18,0,6,9,5,11.2,0,0,6,14,2,10.0,0,9.4,-0.8,-3.12,Dropout
single,General application,>3,Engineering and applied sciences,daytime,Upper secondary education,135.0,Portuguese,Primary/Early education,Primary/Early education,Other,Other,122.1,yes,no,no,yes,male,no,20,0,5,10,3,10.666666666666666,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate
single,Transfer and change,1,Social sciences and education,evening,Upper secondary education,148.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,134.7,no,no,no,yes,female,no,23,9,13,15,9,11.0,0,4,11,12,7,11.571428571428571,0,15.5,2.8,-4.06,Enrolled
single,Over 23,1,Business and management,evening,Upper secondary education,140.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Plant and Machine Operators and Assemblers,154.5,no,no,no,yes,female,no,26,0,1,2,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
single,General application,3,Business and management,daytime,Upper secondary education,147.0,Portuguese,Primary/Early education,Primary/Early education,Plant and Machine Operators and Assemblers,Plant and Machine Operators and Assemblers,128.8,no,no,yes,yes,female,no,19,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Over 23,1,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Primary/Early education,Lower secondary education,Elementary Occupations,Elementary Occupations,106.0,yes,no,yes,no,female,yes,24,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,157.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,146.2,yes,no,no,yes,female,yes,20,0,6,8,6,15.25,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate
single,General application,1,Business and management,evening,Upper secondary education,120.0,Portuguese,Lower secondary education,Bachelor or equivalent,Elementary Occupations,Technicians and Associate Professionals,116.9,yes,no,yes,no,female,no,26,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23,1,Business and management,daytime,Upper secondary education,133.1,Portuguese,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,Elementary Occupations,118.2,no,no,no,yes,female,no,31,0,5,8,1,13.0,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout
in union,Transfer and change,1,Health sciences,daytime,Upper secondary education,140.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Other,105.7,yes,no,no,yes,female,no,27,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Elementary Occupations,126.9,no,no,yes,yes,female,no,24,0,6,8,6,13.285714285714286,0,0,6,13,6,12.875,0,11.1,0.6,2.02,Graduate
single,Post-secondary qualification,1,Health sciences,daytime,Post-secondary non-tertiary education,150.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Elementary Occupations,150.0,yes,no,no,yes,female,no,23,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Enrolled
single,General application,2,Health sciences,daytime,Upper secondary education,115.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,108.4,yes,no,no,yes,female,yes,20,0,7,8,7,11.9625,0,0,8,9,8,13.044444444444444,0,13.9,-0.3,0.79,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,118.0,Portuguese,Lower secondary education,Lower secondary education,Service and Sales Workers,Service and Sales Workers,114.2,yes,no,no,yes,female,no,20,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,Graduate
single,Over 23,1,Health sciences,daytime,Upper secondary education,130.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Clerical Support Workers,140.0,yes,no,no,yes,female,no,24,0,8,8,7,14.985714285714286,0,0,8,8,7,14.985714285714286,0,12.7,3.7,-1.7,Graduate
